Transaction ID,Date,Month,Day,Year,Spending Category,Revenue,Amount Spent,Net Cash Flow,Monthly Budget,Monthly Budget Remaining,Budget Used %,Expense Description,Vendor Name,Vendor City,Vendor State,DMV Local Vendor,Vendor Ownership Classification,Invoice Number,Invoice Date,Payment Due Date,Payment Date,Payment Status,Days to Pay,On-Time Payment,Approval Required,Approval Status,Approver,Receipt Attached,Categorization Status,Automation Status,Duplicate Flag,Large Expense Flag,Category Anomaly Flag,Budget Alert,Review Required,Fair Operations Note,Invoice Reminder Sent,Monthly Report Included
TXN-2026-0125,05/05/2026,5,5,2026,Equipment,16713.05,2310.16,14402.89,100000.00,90940.12,0.0906,Point-of-sale equipment,District Business Supply,Washington,DC,Yes,Disability-Owned,INV-0505-0125,05/03/2026,06/02/2026,05/12/2026,Paid On Time,9,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0126,05/06/2026,5,6,2026,—,15752.59,0.00,15752.59,100000.00,90940.12,0.0906,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0127,05/07/2026,5,7,2026,Professional Services,13845.98,3254.24,10591.74,100000.00,87685.88,0.1231,Business advisory services,Civic Ledger Accounting,Washington,DC,Yes,LGBTQ+-Owned,INV-0507-0127,05/02/2026,06/01/2026,05/19/2026,Paid On Time,17,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0128,05/08/2026,5,8,2026,Professional Services,17670.73,2998.83,14671.90,100000.00,84687.05,0.1531,Business advisory services,Nova HR Partners,Arlington,VA,Yes,Not Disclosed,INV-0508-0128,05/06/2026,05/21/2026,06/02/2026,Paid Late,27,No,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0129,05/09/2026,5,9,2026,Equipment,9509.61,2223.50,7286.11,100000.00,82463.55,0.1754,Networking hardware,District Business Supply,Washington,DC,Yes,Disability-Owned,INV-0509-0129,05/05/2026,05/20/2026,05/13/2026,Paid On Time,8,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0130,05/10/2026,5,10,2026,—,7051.69,0.00,7051.69,100000.00,82463.55,0.1754,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0131,05/11/2026,5,11,2026,—,15340.31,0.00,15340.31,100000.00,82463.55,0.1754,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0132,05/12/2026,5,12,2026,Equipment,17067.40,2403.38,14664.02,100000.00,80060.17,0.1994,Computer equipment purchase,DMV Office Tech,Silver Spring,MD,Yes,Minority-Owned,INV-0512-0132,05/08/2026,05/23/2026,06/16/2026,Paid Late,39,No,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0133,05/13/2026,5,13,2026,Software & Subscriptions,14436.68,1240.40,13196.28,100000.00,78819.77,0.2118,Cloud hosting and storage,Capital Cloud Systems,Washington,DC,Yes,Veteran-Owned,INV-0513-0133,05/08/2026,06/07/2026,06/15/2026,Paid Late,38,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0134,05/14/2026,5,14,2026,—,14873.73,0.00,14873.73,100000.00,78819.77,0.2118,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0135,05/15/2026,5,15,2026,Office Supplies,13762.54,3376.87,10385.67,100000.00,75442.90,0.2456,Workspace consumables,Nova Workspace Goods,Fairfax,VA,Yes,Disability-Owned,INV-0515-0135,05/11/2026,06/10/2026,05/21/2026,Paid On Time,10,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0136,05/16/2026,5,16,2026,Office Supplies,9499.24,1688.60,7810.64,100000.00,73754.30,0.2625,General office supplies,Montgomery Office Market,Rockville,MD,Yes,LGBTQ+-Owned,INV-0516-0136,05/12/2026,06/11/2026,05/27/2026,Paid On Time,15,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0137,05/17/2026,5,17,2026,Office Supplies,8447.67,1961.07,6486.60,100000.00,71793.23,0.2821,Printer and paper supplies,District Business Supply,Washington,DC,Yes,Minority-Owned,INV-0517-0137,05/17/2026,06/16/2026,06/16/2026,Paid On Time,30,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0138,05/18/2026,5,18,2026,—,16831.10,0.00,16831.10,100000.00,71793.23,0.2821,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0139,05/19/2026,5,19,2026,—,13541.94,0.00,13541.94,100000.00,71793.23,0.2821,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0140,05/20/2026,5,20,2026,Travel,16001.04,1538.55,14462.49,100000.00,70254.68,0.2975,Mileage and transit reimbursement,Capital Transit Services,Washington,DC,Yes,Woman-Owned,INV-0520-0140,05/18/2026,06/17/2026,05/28/2026,Paid On Time,10,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0141,05/21/2026,5,21,2026,—,15195.94,0.00,15195.94,100000.00,70254.68,0.2975,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0142,05/22/2026,5,22,2026,Equipment,17169.21,3869.39,13299.82,100000.00,66385.29,0.3361,Networking hardware,Commonwealth Equipment Co.,Alexandria,VA,Yes,Minority-Owned,INV-0522-0142,05/20/2026,06/19/2026,05/24/2026,Paid On Time,4,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,Yes,No,Yes,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0143,05/23/2026,5,23,2026,Software & Subscriptions,10387.57,2176.64,8210.93,100000.00,64208.65,0.3579,Cybersecurity tools,Capital Cloud Systems,Washington,DC,Yes,Not Disclosed,INV-0523-0143,05/18/2026,06/02/2026,06/14/2026,Paid Late,27,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0144,05/24/2026,5,24,2026,Office Supplies,6571.51,3517.44,3054.07,100000.00,60691.21,0.3931,Workspace consumables,Montgomery Office Market,Rockville,MD,Yes,Woman-Owned,INV-0524-0144,05/24/2026,06/23/2026,05/29/2026,Paid On Time,5,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0145,05/25/2026,5,25,2026,—,17226.22,0.00,17226.22,100000.00,60691.21,0.3931,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0146,05/26/2026,5,26,2026,Office Supplies,17855.18,2902.30,14952.88,100000.00,57788.91,0.4221,Printer and paper supplies,District Business Supply,Washington,DC,Yes,LGBTQ+-Owned,INV-0526-0146,05/21/2026,07/05/2026,06/07/2026,Paid On Time,17,Yes,Yes,Approved,Casey Williams,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0147,05/27/2026,5,27,2026,Office Supplies,16469.20,781.00,15688.20,100000.00,57007.91,0.4299,Printer and paper supplies,Montgomery Office Market,Rockville,MD,Yes,Minority-Owned,INV-0527-0147,05/25/2026,06/24/2026,06/30/2026,Paid Late,36,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0148,05/28/2026,5,28,2026,Office Supplies,15595.47,1672.19,13923.28,100000.00,55335.72,0.4466,Workspace consumables,Nova Workspace Goods,Fairfax,VA,Yes,LGBTQ+-Owned,INV-0528-0148,05/24/2026,06/23/2026,07/03/2026,Paid Late,40,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0149,05/29/2026,5,29,2026,Office Supplies,15576.68,1443.89,14132.79,100000.00,53891.83,0.4611,Shipping and packaging materials,Nova Workspace Goods,Fairfax,VA,Yes,Disability-Owned,INV-0529-0149,05/28/2026,06/27/2026,05/30/2026,Paid On Time,2,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0150,05/30/2026,5,30,2026,Payroll,10668.70,2336.93,8331.77,100000.00,51554.90,0.4845,Administrative payroll,Internal Payroll,Washington,DC,Yes,Woman-Owned,INV-0530-0150,05/28/2026,06/27/2026,05/31/2026,Paid On Time,3,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0151,05/31/2026,5,31,2026,Travel,9785.71,1192.63,8593.08,100000.00,50362.27,0.4964,Regional conference travel,Capital Transit Services,Washington,DC,Yes,Not Disclosed,INV-0531-0151,05/30/2026,06/29/2026,07/09/2026,Paid Late,40,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0152,06/01/2026,6,1,2026,—,13913.92,0.00,13913.92,100000.00,100000.00,0.0000,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0153,06/02/2026,6,2,2026,Utilities,13801.14,1077.03,12724.11,100000.00,98922.97,0.0108,Gas utility payment,Pepco,Washington,DC,Yes,Disability-Owned,INV-0602-0153,05/31/2026,07/15/2026,06/21/2026,Paid On Time,21,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0154,06/03/2026,6,3,2026,Operations,13725.67,2352.06,11373.61,100000.00,96570.91,0.0343,Delivery and logistics services,Maryland Process Partners,College Park,MD,Yes,Not Disclosed,INV-0603-0154,05/30/2026,06/29/2026,06/29/2026,Paid On Time,30,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0155,06/04/2026,6,4,2026,—,14151.31,0.00,14151.31,100000.00,96570.91,0.0343,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0156,06/05/2026,6,5,2026,Travel,15706.15,930.22,14775.93,100000.00,95640.69,0.0436,Regional conference travel,DMV Mobility Partners,College Park,MD,Yes,Veteran-Owned,INV-0605-0156,06/01/2026,07/01/2026,07/02/2026,Paid Late,31,No,No,Auto-Approved,Policy Engine,No,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0157,06/06/2026,6,6,2026,—,9201.49,0.00,9201.49,100000.00,95640.69,0.0436,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0158,06/07/2026,6,7,2026,—,7040.14,0.00,7040.14,100000.00,95640.69,0.0436,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0159,06/08/2026,6,8,2026,Marketing,17940.77,4469.33,13471.44,100000.00,91171.36,0.0883,Community outreach materials,Anacostia Creative Studio,Washington,DC,Yes,Not Disclosed,INV-0608-0159,06/05/2026,07/05/2026,07/07/2026,Paid Late,32,No,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0160,06/09/2026,6,9,2026,—,16241.51,0.00,16241.51,100000.00,91171.36,0.0883,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0161,06/10/2026,6,10,2026,—,15371.35,0.00,15371.35,100000.00,91171.36,0.0883,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0162,06/11/2026,6,11,2026,Utilities,14604.65,623.84,13980.81,100000.00,90547.52,0.0945,Internet and phone service,Pepco,Washington,DC,Yes,Woman-Owned,INV-0611-0162,06/08/2026,07/23/2026,07/01/2026,Paid On Time,23,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0163,06/12/2026,6,12,2026,—,17142.92,0.00,17142.92,100000.00,90547.52,0.0945,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0164,06/13/2026,6,13,2026,Miscellaneous,9217.61,3789.25,5428.36,100000.00,86758.27,0.1324,Community event expense,Beltway General Services,Takoma Park,MD,Yes,Not Disclosed,INV-0613-0164,06/13/2026,07/13/2026,06/15/2026,Paid On Time,2,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0165,06/14/2026,6,14,2026,Travel,8110.10,470.65,7639.45,100000.00,86287.62,0.1371,Client meeting transportation,Regional Travel Desk,Alexandria,VA,Yes,Veteran-Owned,INV-0614-0165,06/09/2026,07/09/2026,07/01/2026,Paid On Time,22,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0166,06/15/2026,6,15,2026,Office Supplies,16629.19,3973.84,12655.35,100000.00,82313.78,0.1769,Shipping and packaging materials,District Business Supply,Washington,DC,Yes,Not Disclosed,INV-0615-0166,06/10/2026,06/25/2026,06/21/2026,Paid On Time,11,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0167,06/16/2026,6,16,2026,—,14256.37,0.00,14256.37,100000.00,82313.78,0.1769,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0168,06/17/2026,6,17,2026,—,16600.57,0.00,16600.57,100000.00,82313.78,0.1769,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0169,06/18/2026,6,18,2026,Equipment,16928.16,4639.45,12288.71,100000.00,77674.33,0.2233,Point-of-sale equipment,Commonwealth Equipment Co.,Alexandria,VA,Yes,LGBTQ+-Owned,INV-0618-0169,06/14/2026,07/14/2026,06/20/2026,Paid On Time,6,Yes,Yes,Approved,Jordan Lee,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0170,06/19/2026,6,19,2026,—,15016.36,0.00,15016.36,100000.00,77674.33,0.2233,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0171,06/20/2026,6,20,2026,Office Supplies,8989.96,3989.67,5000.29,100000.00,73684.66,0.2632,Printer and paper supplies,Nova Workspace Goods,Fairfax,VA,Yes,Not Disclosed,INV-0620-0171,06/16/2026,07/16/2026,07/17/2026,Paid Late,31,No,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0172,06/21/2026,6,21,2026,Utilities,9235.49,4012.90,5222.59,100000.00,69671.76,0.3033,Gas utility payment,Pepco,Washington,DC,Yes,Minority-Owned,INV-0621-0172,06/21/2026,07/21/2026,06/28/2026,Paid On Time,7,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,Yes,Yes,No,Yes,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0173,06/22/2026,6,22,2026,—,14245.32,0.00,14245.32,100000.00,69671.76,0.3033,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0174,06/23/2026,6,23,2026,Miscellaneous,14949.00,3257.08,11691.92,100000.00,66414.68,0.3359,Community event expense,Neighborhood Business Market,Washington,DC,Yes,LGBTQ+-Owned,INV-0623-0174,06/18/2026,07/18/2026,06/27/2026,Paid On Time,9,Yes,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as LGBTQ+-Owned,No,Yes
TXN-2026-0175,06/24/2026,6,24,2026,Travel,15368.15,995.56,14372.59,100000.00,65419.12,0.3458,Local business travel,DMV Mobility Partners,College Park,MD,Yes,Veteran-Owned,INV-0624-0175,06/19/2026,07/19/2026,07/04/2026,Paid On Time,15,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0176,06/25/2026,6,25,2026,—,14833.33,0.00,14833.33,100000.00,65419.12,0.3458,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0177,06/26/2026,6,26,2026,—,15409.49,0.00,15409.49,100000.00,65419.12,0.3458,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0178,06/27/2026,6,27,2026,Marketing,9753.41,2552.32,7201.09,100000.00,62866.80,0.3713,Digital advertising campaign,Arlington Media Lab,Arlington,VA,Yes,Veteran-Owned,INV-0627-0178,06/27/2026,08/11/2026,08/04/2026,Paid On Time,38,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0179,06/28/2026,6,28,2026,Office Supplies,7515.45,2421.89,5093.56,100000.00,60444.91,0.3956,Shipping and packaging materials,Montgomery Office Market,Rockville,MD,Yes,Woman-Owned,INV-0628-0179,06/26/2026,08/10/2026,07/08/2026,Paid On Time,12,Yes,No,Auto-Approved,Policy Engine,No,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Local DMV vendor; voluntarily identified as Woman-Owned,No,Yes
TXN-2026-0180,06/29/2026,6,29,2026,Professional Services,17283.92,2234.01,15049.91,100000.00,58210.90,0.4179,Legal consultation,Nova HR Partners,Arlington,VA,Yes,Not Disclosed,INV-0629-0180,06/25/2026,07/25/2026,07/31/2026,Paid Late,36,No,Yes,Approved,Taylor Johnson,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0181,06/30/2026,6,30,2026,Office Supplies,14035.87,3366.81,10669.06,100000.00,54844.09,0.4516,Printer and paper supplies,Nova Workspace Goods,Fairfax,VA,Yes,Veteran-Owned,INV-0630-0181,06/27/2026,08/11/2026,08/03/2026,Paid On Time,37,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor; voluntarily identified as Veteran-Owned,No,Yes
TXN-2026-0182,07/01/2026,7,1,2026,Professional Services,15319.31,2723.65,12595.66,100000.00,97276.35,0.0272,Human resources support,Civic Ledger Accounting,Washington,DC,Yes,Not Disclosed,INV-0701-0182,07/01/2026,07/31/2026,07/19/2026,Paid On Time,18,Yes,Yes,Approved,Morgan Davis,Yes,Categorized,Expense categorized → Budget updated → Approval workflow triggered,No,No,No,No,No,Local DMV vendor,No,Yes
TXN-2026-0183,07/02/2026,7,2,2026,—,15496.53,0.00,15496.53,100000.00,97276.35,0.0272,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0184,07/03/2026,7,3,2026,Professional Services,16417.71,1409.76,15007.95,100000.00,95866.59,0.0413,Legal consultation,Potomac Legal & Advisory,Bethesda,MD,Yes,Not Disclosed,INV-0703-0184,06/28/2026,07/13/2026,07/29/2026,Paid Late,31,No,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Vendor payment was late; review payment process,No,Yes
TXN-2026-0185,07/04/2026,7,4,2026,Utilities,7820.58,1617.30,6203.28,100000.00,94249.29,0.0575,Electric utility payment,Washington Gas,Washington,DC,Yes,Disability-Owned,INV-0704-0185,06/29/2026,07/29/2026,07/16/2026,Paid On Time,17,Yes,No,Auto-Approved,Policy Engine,No,Categorized,Expense categorized → Budget updated → Exception flagged,No,No,No,No,Yes,Local DMV vendor; voluntarily identified as Disability-Owned,No,Yes
TXN-2026-0186,07/05/2026,7,5,2026,—,9989.68,0.00,9989.68,100000.00,94249.29,0.0575,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
TXN-2026-0187,07/06/2026,7,6,2026,Professional Services,17068.72,1435.72,15633.00,100000.00,92813.57,0.0719,Human resources support,Nova HR Partners,Arlington,VA,Yes,Minority-Owned,INV-0706-0187,07/01/2026,07/31/2026,07/15/2026,Paid On Time,14,Yes,No,Auto-Approved,Policy Engine,Yes,Categorized,Expense categorized → Budget updated,No,No,No,No,No,Local DMV vendor; voluntarily identified as Minority-Owned,No,Yes
TXN-2026-0188,07/07/2026,7,7,2026,—,16638.18,0.00,16638.18,100000.00,92813.57,0.0719,Revenue-only day; no expense recorded,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,Not Applicable,,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No expense workflow needed,No,No,No,No,No,No vendor payment on this date,No,Yes
